Procuraduría Agraria 	 procuraduria-agraria 	 Ubicación geográfica de las Delegaciones y Residencias 	 http://www.pa.gob.mx/datosabiertos/Direcciones-Delegaciones-y-residencias-PA.csv 	 200 	 0 	 Wed Jan 13 11:53:15 CST 2016
PROSPERA 	 prospera 	 Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PAL bimestre Mar-Abr 2014 	 https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20142_PAL.txt 	 200 	 0 	 Wed Jan 13 11:55:45 CST 2016
PROSPERA 	 prospera 	 Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PAL bimestre Sep-Oct 2014 	 https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20145_PAL.txt 	 200 	 1 	 Wed Jan 13 11:55:46 CST 2016
PROSPERA 	 prospera 	 Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PAL bimestre Ene-Feb 2014 	 https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20141_PAL.txt 	 200 	 0 	 Wed Jan 13 11:55:46 CST 2016
PROSPERA 	 prospera 	 Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PROSPERA bimestre Mar-Abr 2014 	 https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20142_PRO.txt 	 200 	 1 	 Wed Jan 13 11:55:47 CST 2016
PROSPERA 	 prospera 	 Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PAL bimestre Nov-Dic 2014 	 https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20146_PAL.txt 	 200 	 0 	 Wed Jan 13 11:55:47 CST 2016
PROSPERA 	 prospera 	 Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PAL bimestre May-Jun 2014 	 https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20143_PAL.txt 	 200 	 1 	 Wed Jan 13 11:55:48 CST 2016
PROSPERA 	 prospera 	 Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PROSPERA bimestre Nov-Dic 2013 	 https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20136_OPO.txt 	 200 	 0 	 Wed Jan 13 11:55:48 CST 2016
PROSPERA 	 prospera 	 Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PROSPERA bimestre Jul-Ago 2014 	 https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20144_PRO.txt 	 200 	 2 	 Wed Jan 13 11:55:50 CST 2016
PROSPERA 	 prospera 	 Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PROSPERA bimestre Ene-Feb 2014 	 https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20141_PRO.txt 	 200 	 1 	 Wed Jan 13 11:55:51 CST 2016
PROSPERA 	 prospera 	 Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PROSPERA bimestre May-Jun 2014 	 https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20143_PRO.txt 	 200 	 0 	 Wed Jan 13 11:55:51 CST 2016
PROSPERA 	 prospera 	 Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PROSPERA bimestre Sep-Oct 2014 	 https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20145_PRO.txt 	 200 	 1 	 Wed Jan 13 11:55:52 CST 2016
PROSPERA 	 prospera 	 Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PAL bimestre Jul-Ago 2014 	 https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20144_PAL.txt 	 200 	 0 	 Wed Jan 13 11:55:52 CST 2016
PROSPERA 	 prospera 	 Becarios beneficiarios por nivel, grado y sexo atendidos por el programa PROSPERA bimestre Ene-Feb 2014 	 https://www.prospera.gob.mx/php/Datos%20Abiertos/3.1_escolaridad_beneficiarios/2014/becarios_20141.txt 	 200 	 1 	 Wed Jan 13 11:55:53 CST 2016
PROSPERA 	 prospera 	 Becarios beneficiarios por nivel, grado y sexo atendidos por el programa PROSPERA bimestre May-Jun 2014 	 https://www.prospera.gob.mx/php/Datos%20Abiertos/3.1_escolaridad_beneficiarios/2014/becarios_20143.txt 	 200 	 0 	 Wed Jan 13 11:55:53 CST 2016
PROSPERA 	 prospera 	 Becarios beneficiarios por nivel, grado y sexo atendidos por el programa PROSPERA bimestre Nov-Dic 2014 	 https://www.prospera.gob.mx/php/Datos%20Abiertos/3.1_escolaridad_beneficiarios/2014/becarios_20146.txt 	 200 	 1 	 Wed Jan 13 11:55:54 CST 2016
PROSPERA 	 prospera 	 Becarios beneficiarios por nivel, grado y sexo atendidos por el programa PROSPERA bimestre Mar-Abr 2014 	 https://www.prospera.gob.mx/php/Datos%20Abiertos/3.1_escolaridad_beneficiarios/2014/becarios_20142.txt 	 200 	 0 	 Wed Jan 13 11:55:54 CST 2016
PROSPERA 	 prospera 	 Becarios beneficiarios por nivel, grado y sexo atendidos por el programa PROSPERA bimestre Jul-Ago 2014 	 https://www.prospera.gob.mx/php/Datos%20Abiertos/3.1_escolaridad_beneficiarios/2014/becarios_20144.txt 	 200 	 1 	 Wed Jan 13 11:55:55 CST 2016
PROSPERA 	 prospera 	 Becarios beneficiarios por nivel, grado y sexo atendidos por el programa PROSPERA bimestre Sep-Oct 2014 	 https://www.prospera.gob.mx/php/Datos%20Abiertos/3.1_escolaridad_beneficiarios/2014/becarios_20145.txt 	 200 	 0 	 Wed Jan 13 11:55:56 CST 2016
LOTENAL 	 lotenal 	 AVANCE PROGRAMATICO DE SORTEOS 	 http://www.lotenal.gob.mx/dmdocuments/datos_abiertos/APS-3TRIM-2015.csv 	 200 	 0 	 Wed Jan 13 11:55:56 CST 2016
LOTENAL 	 lotenal 	 LISTA OFICIAL DE PREMIOS POR SORTEO 	 http://www.lotenal.gob.mx/dmdocuments/datos_abiertos/Mayor_3563.csv 	 200 	 0 	 Wed Jan 13 11:55:56 CST 2016
LOTENAL 	 lotenal 	 UBICACIÓN DE EXPENDIOS LOCALES 	 http://www.lotenal.gob.mx/dmdocuments/datos_abiertos/Directorio_ExpendiosZonaMetropolitana.xlsx 	 200 	 0 	 Wed Jan 13 11:55:56 CST 2016
LOTENAL 	 lotenal 	 SERVICIOS ATENDIDOS PARA LA LOCALIZACIÓN DE TU NÚMERO DE LA SUERTE 	 http://www.lotenal.gob.mx/dmdocuments/datos_abiertos/LocalizacionNumSuerte.xlsx 	 200 	 0 	 Wed Jan 13 11:55:56 CST 2016
LOTENAL 	 lotenal 	 Inventario Institucional de Datos de LOTENAL 	 https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/1223/inventario_de_datos_abiertos_v3_DIC15.xlsx 	 200 	 1 	 Wed Jan 13 11:55:57 CST 2016
LOTENAL 	 lotenal 	 Informes de Seguimiento del Programa Anual de Trabajo de la Lotería Nacional para la Asistencia Pública 	 http://www.lotenal.gob.mx/dmdocuments/datos_abiertos/ISPI_3Trim2015.xlsx 	 200 	 0 	 Wed Jan 13 11:55:57 CST 2016
LOTENAL 	 lotenal 	 ESTRUCTURAS DE PREMIOS 	 http://www.lotenal.gob.mx/dmdocuments/datos_abiertos/EstructurasPremios_2oSem2015.xls 	 200 	 0 	 Wed Jan 13 11:55:57 CST 2016
LOTENAL 	 lotenal 	 DIRECTORIO 	 http://www.lotenal.gob.mx/dmdocuments/datos_abiertos/Directorio_ExpendiosForaneos.xlsx 	 200 	 0 	 Wed Jan 13 11:55:57 CST 2016
LOTENAL 	 lotenal 	 Plan de Apertura Institucional de LOTENAL 	 http://adela.datos.gob.mx/plan-de-apertura/lotenal/export.csv 	 200 	 1 	 Wed Jan 13 11:55:58 CST 2016
API-TUX 	 api-tux 	 Denuncias y Sanciones Establecidas en la LAASSP, LOPSRM, LFACP,LPEMEX Y LAPP. 	 http://www.puertotuxpan.com.mx/Documentos/Datos_Abiertos/DENUNCIAS_Y_SANCIONES_ESTABLECIDAS_EN_LA_LAASSP_LOPSRM_LFACP_LPEMEX_Y_LAPP.xlsx 	 200 	 0 	 Wed Jan 13 11:55:58 CST 2016
imt 	 imt 	 Datos oceanográficos y metereológicos de las costas mexicanas, de los registros de los últimos 4 días a partir de la fecha de consulta. 	 http://imt.mx/SitioIMT/DIPC/ServiciosTecnologicos/Reneom/reneomDesarrollo.php 	 time_out 	 10 	 Wed Jan 13 11:56:08 CST 2016
imt 	 imt 	 Listado de Normas, Manuales y Prácticas Recomendables de la SCT para la Infraestructura del Transporte, editadas por el IMT desde 1999 a la fecha. 	 http://nube.imt.mx/index.php/s/BTbDQMw0CFuP3LN 	 200 	 0 	 Wed Jan 13 11:56:08 CST 2016
IPAB 	 ipab 	 Información en formato CSV que muestra el saldo de Bonos de Protección al Ahorro de forma anual desde el año 2000 hasta la fecha de consulta.  	 http://www.ipab.org.mx/ipab/datosabiertos?od=01-21 	 200 	 1 	 Wed Jan 13 11:56:09 CST 2016
IPAB 	 ipab 	 Información en formato JSON que muestra el saldo de Bonos de Protección al Ahorro de forma anual desde el año 2000 hasta la fecha de consulta.  	 http://www.ipab.org.mx/ipab/datosabiertos?od=02-21 	 200 	 0 	 Wed Jan 13 11:56:09 CST 2016
IPAB 	 ipab 	 Información en formato XML que muestra el saldo de Bonos de Protección al Ahorro de forma anual desde el año 2000 hasta la fecha de consulta.  	 http://www.ipab.org.mx/ipab/datosabiertos?od=03-21 	 200 	 1 	 Wed Jan 13 11:56:10 CST 2016
IPAB 	 ipab 	 Información en formato XLS que muestra el saldo de Bonos de Protección al Ahorro de forma anual desde el año 2000 hasta la fecha de consulta.  	 http://www.ipab.org.mx/ipab/datosabiertos?od=04-21 	 200 	 0 	 Wed Jan 13 11:56:10 CST 2016
imt 	 imt 	 Listado de programas anuales de adquisiciones, arrendamientos y servicios e Informes desde 2005 a la fecha.Tabla del presupuesto original e ingresos captados de 2012 al año en curso.Inventarios de bienes del 2012 al año en curso.Directorio actualizado del personal activo. 	 http://nube.imt.mx/index.php/s/UZJtHfNRcW30cpo 	 200 	 0 	 Wed Jan 13 11:56:10 CST 2016
IPAB 	 ipab 	 Información en formato XLS que muestra un comparativo de la deuda respecto a diciembre de 1999, desde diciembre de 2000 al cierre del último trimestre calendario anterior a la fecha de consulta.  	 http://www.ipab.org.mx/ipab/datosabiertos?od=04-14 	 200 	 2 	 Wed Jan 13 11:56:12 CST 2016
IPAB 	 ipab 	 Información en formato XML que muestra un comparativo de la deuda respecto a diciembre de 1999, desde diciembre de 2000 al cierre del último trimestre calendario anterior a la fecha de consulta.  	 http://www.ipab.org.mx/ipab/datosabiertos?od=03-14 	 200 	 1 	 Wed Jan 13 11:56:13 CST 2016
IPAB 	 ipab 	 Información en formato CSV que muestra un comparativo de la deuda respecto a diciembre de 1999, desde diciembre de 2000 al cierre del último trimestre calendario anterior a la fecha de consulta.  	 http://www.ipab.org.mx/ipab/datosabiertos?od=01-14 	 200 	 1 	 Wed Jan 13 11:56:14 CST 2016
IPAB 	 ipab 	 Información en formato JSON que muestra un comparativo de la deuda respecto a diciembre de 1999, desde diciembre de 2000 al cierre del último trimestre calendario anterior a la fecha de consulta.  	 http://www.ipab.org.mx/ipab/datosabiertos?od=02-14 	 200 	 1 	 Wed Jan 13 11:56:15 CST 2016
IPAB 	 ipab 	 Información en formato JSON con el estado que muestre la situación financiera anual del Instituto, desde 1999 a la fecha. 	 http://www.ipab.org.mx/ipab/datosabiertos?od=02-31 	 302 	 0 	 Wed Jan 13 11:56:15 CST 2016
IPAB 	 ipab 	 Información en formato XML con el estado que muestre la situación financiera anual del Instituto, desde 1999 a la fecha. 	 http://www.ipab.org.mx/ipab/datosabiertos?od=03-31 	 302 	 0 	 Wed Jan 13 11:56:16 CST 2016
IPAB 	 ipab 	 Información en formato CSV con el estado que muestre la situación financiera anual del Instituto, desde 1999 a la fecha. 	 http://www.ipab.org.mx/ipab/datosabiertos?od=01-31 	 302 	 0 	 Wed Jan 13 11:56:16 CST 2016
IPAB 	 ipab 	 Información en formato XLS con el estado que muestre la situación financiera anual del Instituto, desde 1999 a la fecha. 	 http://www.ipab.org.mx/ipab/datosabiertos?od=04-31 	 302 	 0 	 Wed Jan 13 11:56:16 CST 2016
IPAB 	 ipab 	 Información en formato XML con el estado que muestre el resultado anual de las actividades del Instituto, desde 1999 a la fecha. 	 http://www.ipab.org.mx/ipab/datosabiertos?od=03-32 	 302 	 1 	 Wed Jan 13 11:56:17 CST 2016
IPAB 	 ipab 	 Información en formato CSV con el estado que muestre el resultado anual de las actividades del Instituto, desde 1999 a la fecha. 	 http://www.ipab.org.mx/ipab/datosabiertos?od=01-32 	 302 	 0 	 Wed Jan 13 11:56:17 CST 2016
IPAB 	 ipab 	 Información en formato JSON con el estado que muestre el resultado anual de las actividades del Instituto, desde 1999 a la fecha. 	 http://www.ipab.org.mx/ipab/datosabiertos?od=02-32 	 302 	 0 	 Wed Jan 13 11:56:17 CST 2016
IPAB 	 ipab 	 Información en formato XLS con el estado que muestre el resultado anual de las actividades del Instituto, desde 1999 a la fecha. 	 http://www.ipab.org.mx/ipab/datosabiertos?od=04-32 	 302 	 0 	 Wed Jan 13 11:56:17 CST 2016
IPAB 	 ipab 	 Información en formato CSV con el estado que muestre el flujo de efectivo anual de los ingresos presupuestales del Instituto, desde 1999 a la fecha. 	 http://www.ipab.org.mx/ipab/datosabiertos?od=01-41 	 302 	 0 	 Wed Jan 13 11:56:17 CST 2016
IPAB 	 ipab 	 Información en formato JSON con el estado que muestre el flujo de efectivo anual de los ingresos presupuestales del Instituto, desde 1999 a la fecha. 	 http://www.ipab.org.mx/ipab/datosabiertos?od=02-41 	 302 	 1 	 Wed Jan 13 11:56:18 CST 2016
IPAB 	 ipab 	 Información en formato XML con el estado que muestre el flujo de efectivo anual de los ingresos presupuestales del Instituto, desde 1999 a la fecha. 	 http://www.ipab.org.mx/ipab/datosabiertos?od=03-41 	 302 	 0 	 Wed Jan 13 11:56:18 CST 2016
IPAB 	 ipab 	 Información en formato XLS con el estado que muestre el flujo de efectivo anual de los ingresos presupuestales del Instituto, desde 1999 a la fecha. 	 http://www.ipab.org.mx/ipab/datosabiertos?od=04-41 	 302 	 0 	 Wed Jan 13 11:56:18 CST 2016
IPAB 	 ipab 	 Información en formato CSV con el estado que muestre el flujo de efectivo anual de los egresos presupuestales del Instituto, desde 1999 a la fecha. 	 http://www.ipab.org.mx/ipab/datosabiertos?od=01-42 	 302 	 0 	 Wed Jan 13 11:56:18 CST 2016
IPAB 	 ipab 	 Información en formato JSON con el estado que muestre el flujo de efectivo anual de los egresos presupuestales del Instituto, desde 1999 a la fecha. 	 http://www.ipab.org.mx/ipab/datosabiertos?od=02-42 	 302 	 0 	 Wed Jan 13 11:56:18 CST 2016
IPAB 	 ipab 	 Información en formato XML con el estado que muestre el flujo de efectivo anual de los egresos presupuestales del Instituto, desde 1999 a la fecha. 	 http://www.ipab.org.mx/ipab/datosabiertos?od=03-42 	 302 	 0 	 Wed Jan 13 11:56:18 CST 2016
IPAB 	 ipab 	 Información en formato XLS con el estado que muestre el flujo de efectivo anual de los egresos presupuestales del Instituto, desde 1999 a la fecha. 	 http://www.ipab.org.mx/ipab/datosabiertos?od=04-42 	 302 	 0 	 Wed Jan 13 11:56:18 CST 2016
API-PCH 	 api-pch 	 Resultados de las auditorias al ejercicio presupuestal de cada sujeto obligado que realicen. 	 http://portaltransparencia.gob.mx/pot/auditoria/showAuditoria.do?method=begin&_idDependencia=09186 	 200 	 1 	 Wed Jan 13 11:56:19 CST 2016
API-PCH 	 api-pch 	 Consulta de los datos estadisticos de los movimientos realizados en el puerto. 	 http://www.puertochiapas.com.mx/estadisticas-historicas 	 406 	 1 	 Wed Jan 13 11:56:20 CST 2016
API-PCH 	 api-pch 	 Consulta de los prestadores de servicios portuarios y conexos autorizados por el puerto 	 http://portaltransparencia.gob.mx/pot/concesion/buscar.do?method=busqueda&_idDependencia=09186#resultados 	 200 	 1 	 Wed Jan 13 11:56:21 CST 2016
CONAVI 	 conavi 	 Mapas con los PCU de las localidades urbanas del Sistema Urbano Nacional. Formato SHP. 	 http://www.conavi.gob.mx/datosabiertos/perimetros/2015/PCU_SHP.zip 	 200 	 0 	 Wed Jan 13 11:56:21 CST 2016
CONAVI 	 conavi 	 Mapas con los PCU de las localidades urbanas del Sistema Urbano Nacional. Formato KMZ. 	 http://www.conavi.gob.mx/datosabiertos/perimetros/2015/PCU_KMZ.zip 	 404 	 1 	 Wed Jan 13 11:56:22 CST 2016
CONAVI 	 conavi 	 Tabla de datos sobre la oferta de vivienda en RUV. 	 http://www.conavi.gob.mx/datosabiertos/vivienda/2015/Rep_Viv_Vig.csv 	 200 	 0 	 Wed Jan 13 11:56:22 CST 2016
Ayuntamiento de Xalapa 	 ayuntamiento-de-xalapa 	 Módulos de internet gratuitos en Xalapa 	 https://docs.google.com/uc?export=download&id=0B05iwoZ8eglgTGo2anM4Z0F1MVE 	 302 	 0 	 Wed Jan 13 11:56:22 CST 2016
Ayuntamiento de Xalapa 	 ayuntamiento-de-xalapa 	 Inventario de los semáforos en la ciudad de Xalapa 	 https://docs.google.com/uc?export=download&id=0B3TL0b40ra0kRmxyWmgwM2FETHc 	 302 	 1 	 Wed Jan 13 11:56:23 CST 2016
Ayuntamiento de Xalapa 	 ayuntamiento-de-xalapa 	 Reporte de 1sem 2014 	 https://docs.google.com/uc?export=download&id=0B3TL0b40ra0kbHlnSTdzMzFnYWs 	 302 	 0 	 Wed Jan 13 11:56:23 CST 2016
Ayuntamiento de Xalapa 	 ayuntamiento-de-xalapa 	 Reporte de 1sem 2013 	 https://docs.google.com/uc?export=download&id=0B3TL0b40ra0kRlBJdFdLOVl0bG8 	 302 	 1 	 Wed Jan 13 11:56:24 CST 2016
Ayuntamiento de Xalapa 	 ayuntamiento-de-xalapa 	 Tiempo derivado de movilización 	 https://docs.google.com/uc?export=download&id=0B05iwoZ8eglgT1hjb0VRd3J0THM 	 302 	 0 	 Wed Jan 13 11:56:24 CST 2016
Ayuntamiento de Xalapa 	 ayuntamiento-de-xalapa 	 Distintas rutas de los camiones de transporte público 	 https://docs.google.com/uc?export=download&id=0B3TL0b40ra0kSkw4TkhqUmZVNzQ 	 302 	 1 	 Wed Jan 13 11:56:25 CST 2016
Ayuntamiento de Xalapa 	 ayuntamiento-de-xalapa 	 Población por macro ZAT en Xalapa Veracruz 	 https://docs.google.com/uc?export=download&id=0B3TL0b40ra0kV2w5OXVYVjByeTA 	 302 	 0 	 Wed Jan 13 11:56:25 CST 2016
Ayuntamiento de Xalapa 	 ayuntamiento-de-xalapa 	 Resultados por área 2015 	 https://docs.google.com/uc?export=download&id=0B05iwoZ8eglgUFpmMExYZFFHSms 	 302 	 1 	 Wed Jan 13 11:56:26 CST 2016
Ayuntamiento de Xalapa 	 ayuntamiento-de-xalapa 	 Servicios personales 2015 	 https://docs.google.com/uc?export=download&id=0B05iwoZ8eglgUUlGLV8yVWZoenM 	 302 	 0 	 Wed Jan 13 11:56:26 CST 2016
Ayuntamiento de Xalapa 	 ayuntamiento-de-xalapa 	 Balance general 2015 	 https://docs.google.com/uc?export=download&id=0B05iwoZ8eglgd1U4RGVUSEZEcG8 	 302 	 1 	 Wed Jan 13 11:56:27 CST 2016
Ayuntamiento de Xalapa 	 ayuntamiento-de-xalapa 	 Estado de Resultados 2015 	 https://docs.google.com/uc?export=download&id=0B05iwoZ8eglgSGJReUFmcDZtRkk 	 302 	 0 	 Wed Jan 13 11:56:27 CST 2016
Ayuntamiento de Xalapa 	 ayuntamiento-de-xalapa 	 Intereses, comisiones y otros gastos de la deuda pública 2015 	 https://docs.google.com/uc?export=download&id=0B05iwoZ8eglga3YtRE4yaUZ5VmM 	 302 	 1 	 Wed Jan 13 11:56:28 CST 2016
Ayuntamiento de Xalapa 	 ayuntamiento-de-xalapa 	 Materiales y Suministros 2015 	 https://docs.google.com/uc?export=download&id=0B05iwoZ8eglgLXdHY0xnVFpGbTg 	 302 	 0 	 Wed Jan 13 11:56:28 CST 2016
Ayuntamiento de Xalapa 	 ayuntamiento-de-xalapa 	 Participaciones y aportaciones 2015 	 https://docs.google.com/uc?export=download&id=0B05iwoZ8eglgREJhZDlTZTMyVVE 	 302 	 0 	 Wed Jan 13 11:56:28 CST 2016
Ayuntamiento de Xalapa 	 ayuntamiento-de-xalapa 	 Servicios generales 2015 	 https://docs.google.com/uc?export=download&id=0B05iwoZ8eglgYThYRmttd1lKb2s 	 302 	 1 	 Wed Jan 13 11:56:29 CST 2016
Ayuntamiento de Xalapa 	 ayuntamiento-de-xalapa 	 Programa operativo anual de obras públicas 	 https://docs.google.com/uc?export=download&id=0B05iwoZ8eglgdXRnTVJnc2xvQzQ 	 302 	 0 	 Wed Jan 13 11:56:29 CST 2016
Ayuntamiento de Xalapa 	 ayuntamiento-de-xalapa 	 Ayudas Sociales 2015 	 https://docs.google.com/uc?export=download&id=0B05iwoZ8eglgMG1ZVVd1Tng1WWM 	 302 	 1 	 Wed Jan 13 11:56:30 CST 2016
Ayuntamiento de Xalapa 	 ayuntamiento-de-xalapa 	 Inversión Pública 2015 	 https://docs.google.com/uc?export=download&id=0B05iwoZ8eglgV1daaTl4S0htUWc 	 302 	 0 	 Wed Jan 13 11:56:30 CST 2016
Ayuntamiento de Xalapa 	 ayuntamiento-de-xalapa 	 Construcción en bienes no capitalizable 2015 	 https://docs.google.com/uc?export=download&id=0B05iwoZ8eglgSHItOVpnUXotcFk 	 302 	 0 	 Wed Jan 13 11:56:30 CST 2016
Secretaría de Energía 	 sener 	 Bases para las licitaciones durante este periodo 	 http://200.23.166.35/DA/P/SubsecretariaHidrocarburos/PublicacionPlanQuinquenalLicitacionesExpExtHidrocarburos/SENER_02_DefinicionRondasLicitacionRealicenDuranteEsteHorizonte.zip 	 200 	 1 	 Wed Jan 13 11:56:31 CST 2016
Secretaría de Energía 	 sener 	 Peticiones relativas al sector hidrocarburos 	 http://200.23.166.35/DA/P/SubsecretariaHidrocarburos/PuntosAcuerdo/SENER_02_PeticionesHidrocarburosOrganosLegislativosSecretariaEnergia.pdf 	 200 	 0 	 Wed Jan 13 11:56:31 CST 2016
Secretaría de Energía 	 sener 	 Primera Convocatoria- Presentaciones 	 http://200.23.166.35/DA/P/SubsecretariaHidrocarburos/RondaUnoPresentaciones/SENER_02_ModificacionesBasesModeloContratoLicitacionTerminosFiscales.pdf 	 200 	 0 	 Wed Jan 13 11:56:31 CST 2016
Seguro Popular 	 seguro-popular 	 Tabla con información sobre el número de beneficiarios del Sistema de Protección Social en Salud por municipio 2015 	 http://www.seguro-popular.gob.mx/index.php/transparencia/iii-transparencia-focalizada 	 403 	 0 	 Wed Jan 13 11:56:31 CST 2016
Seguro Popular 	 seguro-popular 	 Bases de datos de atenciones brindadas del Fondo de Protección contra Gastos Catastróficos 2014 	 http://www.seguro-popular.gob.mx/index.php/transparencia/iii-transparencia-focalizada 	 403 	 0 	 Wed Jan 13 11:56:31 CST 2016
Seguro Popular 	 seguro-popular 	 Centro de Atención Telefónica de la CNPSS  	 http://www.seguro-popular.gob.mx/index.php/transparencia/iii-transparencia-focalizada 	 403 	 0 	 Wed Jan 13 11:56:31 CST 2016
PEMEX 	 pemex 	 Tabla de datos mensuales de estadísticas operativas seleccionadas de Petróleos Mexicanos, miles de barriles diarios 	 http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=DAESOPS&anioi=2013&aniof=2015&periodicidad=MENSUAL 	 time_out 	 10 	 Wed Jan 13 11:56:41 CST 2016
PEMEX 	 pemex 	 Tabla de datos mensuales de elaboración de productos petrolíferos y gas licuado en Petróleos Mexicanos, miles de barriles diarios 	 http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=DAELPROPGL&anioi=2013&aniof=2015&periodicidad=MENSUAL 	 time_out 	 10 	 Wed Jan 13 11:56:51 CST 2016
PEMEX 	 pemex 	 Tabla de datos mensuales de elaboración de productos petroquímicos de Petróleos Mexicanos, miles de toneladas 	 http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=DAELPROPQS&anioi=2013&aniof=2015&periodicidad=MENSUAL 	 time_out 	 10 	 Wed Jan 13 11:57:01 CST 2016
